oroginal_path,label,basename,violla_default_pathes,violla_mn5_sf3_pathes,violla_mn1_sfdef_pathes,hog_pathes
/ssd_data/cifar10/train/19253.png,no_face,19253.png,/ssd_data/celebrity_data/violla/default/cifar/19253.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/19253.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/19253.png,/ssd_data/celebrity_data/hog/cifar/19253.png
/ssd_data/cifar10/train/12868.png,no_face,12868.png,/ssd_data/celebrity_data/violla/default/cifar/12868.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/12868.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/12868.png,/ssd_data/celebrity_data/hog/cifar/12868.png
/ssd_data/cifar10/train/12656.png,no_face,12656.png,/ssd_data/celebrity_data/violla/default/cifar/12656.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/12656.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/12656.png,/ssd_data/celebrity_data/hog/cifar/12656.png
/ssd_data/cifar10/train/46793.png,no_face,46793.png,/ssd_data/celebrity_data/violla/default/cifar/46793.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/46793.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/46793.png,/ssd_data/celebrity_data/hog/cifar/46793.png
/ssd_data/cifar10/train/21980.png,no_face,21980.png,/ssd_data/celebrity_data/violla/default/cifar/21980.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/21980.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/21980.png,/ssd_data/celebrity_data/hog/cifar/21980.png
/ssd_data/cifar10/train/22018.png,no_face,22018.png,/ssd_data/celebrity_data/violla/default/cifar/22018.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/22018.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/22018.png,/ssd_data/celebrity_data/hog/cifar/22018.png
/ssd_data/cifar10/train/15861.png,no_face,15861.png,/ssd_data/celebrity_data/violla/default/cifar/15861.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/15861.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/15861.png,/ssd_data/celebrity_data/hog/cifar/15861.png
/ssd_data/cifar10/train/41622.png,no_face,41622.png,/ssd_data/celebrity_data/violla/default/cifar/41622.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/41622.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/41622.png,/ssd_data/celebrity_data/hog/cifar/41622.png
/ssd_data/cifar10/train/40826.png,no_face,40826.png,/ssd_data/celebrity_data/violla/default/cifar/40826.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/40826.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/40826.png,/ssd_data/celebrity_data/hog/cifar/40826.png
/ssd_data/cifar10/train/40082.png,no_face,40082.png,/ssd_data/celebrity_data/violla/default/cifar/40082.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/40082.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/40082.png,/ssd_data/celebrity_data/hog/cifar/40082.png
/ssd_data/cifar10/train/5597.png,no_face,5597.png,/ssd_data/celebrity_data/violla/default/cifar/5597.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/5597.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/5597.png,/ssd_data/celebrity_data/hog/cifar/5597.png
/ssd_data/cifar10/train/23911.png,no_face,23911.png,/ssd_data/celebrity_data/violla/default/cifar/23911.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/23911.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/23911.png,/ssd_data/celebrity_data/hog/cifar/23911.png
/ssd_data/cifar10/train/32508.png,no_face,32508.png,/ssd_data/celebrity_data/violla/default/cifar/32508.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/32508.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/32508.png,/ssd_data/celebrity_data/hog/cifar/32508.png
/ssd_data/cifar10/train/28499.png,no_face,28499.png,/ssd_data/celebrity_data/violla/default/cifar/28499.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/28499.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/28499.png,/ssd_data/celebrity_data/hog/cifar/28499.png
/ssd_data/cifar10/train/12902.png,no_face,12902.png,/ssd_data/celebrity_data/violla/default/cifar/12902.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/12902.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/12902.png,/ssd_data/celebrity_data/hog/cifar/12902.png
/ssd_data/cifar10/train/33184.png,no_face,33184.png,/ssd_data/celebrity_data/violla/default/cifar/33184.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/33184.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/33184.png,/ssd_data/celebrity_data/hog/cifar/33184.png
/ssd_data/cifar10/train/24983.png,no_face,24983.png,/ssd_data/celebrity_data/violla/default/cifar/24983.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/24983.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/24983.png,/ssd_data/celebrity_data/hog/cifar/24983.png
/ssd_data/cifar10/train/9224.png,no_face,9224.png,/ssd_data/celebrity_data/violla/default/cifar/9224.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/9224.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/9224.png,/ssd_data/celebrity_data/hog/cifar/9224.png
/ssd_data/cifar10/train/15420.png,no_face,15420.png,/ssd_data/celebrity_data/violla/default/cifar/15420.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/15420.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/15420.png,/ssd_data/celebrity_data/hog/cifar/15420.png
/ssd_data/cifar10/train/24471.png,no_face,24471.png,/ssd_data/celebrity_data/violla/default/cifar/24471.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/24471.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/24471.png,/ssd_data/celebrity_data/hog/cifar/24471.png
/ssd_data/cifar10/train/27689.png,no_face,27689.png,/ssd_data/celebrity_data/violla/default/cifar/27689.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/27689.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/27689.png,/ssd_data/celebrity_data/hog/cifar/27689.png
/ssd_data/cifar10/train/34852.png,no_face,34852.png,/ssd_data/celebrity_data/violla/default/cifar/34852.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/34852.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/34852.png,/ssd_data/celebrity_data/hog/cifar/34852.png
/ssd_data/cifar10/train/33006.png,no_face,33006.png,/ssd_data/celebrity_data/violla/default/cifar/33006.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/33006.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/33006.png,/ssd_data/celebrity_data/hog/cifar/33006.png
/ssd_data/cifar10/train/36045.png,no_face,36045.png,/ssd_data/celebrity_data/violla/default/cifar/36045.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/36045.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/36045.png,/ssd_data/celebrity_data/hog/cifar/36045.png
/ssd_data/cifar10/train/9874.png,no_face,9874.png,/ssd_data/celebrity_data/violla/default/cifar/9874.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/9874.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/9874.png,/ssd_data/celebrity_data/hog/cifar/9874.png
/ssd_data/cifar10/train/3415.png,no_face,3415.png,/ssd_data/celebrity_data/violla/default/cifar/3415.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/3415.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/3415.png,/ssd_data/celebrity_data/hog/cifar/3415.png
/ssd_data/cifar10/train/46958.png,no_face,46958.png,/ssd_data/celebrity_data/violla/default/cifar/46958.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/46958.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/46958.png,/ssd_data/celebrity_data/hog/cifar/46958.png
/ssd_data/cifar10/train/45291.png,no_face,45291.png,/ssd_data/celebrity_data/violla/default/cifar/45291.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/45291.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/45291.png,/ssd_data/celebrity_data/hog/cifar/45291.png
/ssd_data/cifar10/train/32931.png,no_face,32931.png,/ssd_data/celebrity_data/violla/default/cifar/32931.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/32931.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/32931.png,/ssd_data/celebrity_data/hog/cifar/32931.png
/ssd_data/cifar10/train/6237.png,no_face,6237.png,/ssd_data/celebrity_data/violla/default/cifar/6237.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/6237.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/6237.png,/ssd_data/celebrity_data/hog/cifar/6237.png
/ssd_data/cifar10/train/38369.png,no_face,38369.png,/ssd_data/celebrity_data/violla/default/cifar/38369.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/38369.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/38369.png,/ssd_data/celebrity_data/hog/cifar/38369.png
/ssd_data/cifar10/train/27532.png,no_face,27532.png,/ssd_data/celebrity_data/violla/default/cifar/27532.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/27532.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/27532.png,/ssd_data/celebrity_data/hog/cifar/27532.png
/ssd_data/cifar10/train/29519.png,no_face,29519.png,/ssd_data/celebrity_data/violla/default/cifar/29519.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/29519.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/29519.png,/ssd_data/celebrity_data/hog/cifar/29519.png
/ssd_data/cifar10/train/17252.png,no_face,17252.png,/ssd_data/celebrity_data/violla/default/cifar/17252.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/17252.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/17252.png,/ssd_data/celebrity_data/hog/cifar/17252.png
/ssd_data/cifar10/train/38022.png,no_face,38022.png,/ssd_data/celebrity_data/violla/default/cifar/38022.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/38022.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/38022.png,/ssd_data/celebrity_data/hog/cifar/38022.png
/ssd_data/cifar10/train/9787.png,no_face,9787.png,/ssd_data/celebrity_data/violla/default/cifar/9787.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/9787.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/9787.png,/ssd_data/celebrity_data/hog/cifar/9787.png
/ssd_data/cifar10/train/21645.png,no_face,21645.png,/ssd_data/celebrity_data/violla/default/cifar/21645.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/21645.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/21645.png,/ssd_data/celebrity_data/hog/cifar/21645.png
/ssd_data/cifar10/train/15433.png,no_face,15433.png,/ssd_data/celebrity_data/violla/default/cifar/15433.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/15433.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/15433.png,/ssd_data/celebrity_data/hog/cifar/15433.png
/ssd_data/cifar10/train/17919.png,no_face,17919.png,/ssd_data/celebrity_data/violla/default/cifar/17919.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/17919.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/17919.png,/ssd_data/celebrity_data/hog/cifar/17919.png
/ssd_data/cifar10/train/11868.png,no_face,11868.png,/ssd_data/celebrity_data/violla/default/cifar/11868.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/11868.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/11868.png,/ssd_data/celebrity_data/hog/cifar/11868.png
/ssd_data/cifar10/train/27466.png,no_face,27466.png,/ssd_data/celebrity_data/violla/default/cifar/27466.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/27466.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/27466.png,/ssd_data/celebrity_data/hog/cifar/27466.png
/ssd_data/cifar10/train/14790.png,no_face,14790.png,/ssd_data/celebrity_data/violla/default/cifar/14790.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/14790.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/14790.png,/ssd_data/celebrity_data/hog/cifar/14790.png
/ssd_data/cifar10/train/23969.png,no_face,23969.png,/ssd_data/celebrity_data/violla/default/cifar/23969.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/23969.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/23969.png,/ssd_data/celebrity_data/hog/cifar/23969.png
/ssd_data/cifar10/train/18558.png,no_face,18558.png,/ssd_data/celebrity_data/violla/default/cifar/18558.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/18558.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/18558.png,/ssd_data/celebrity_data/hog/cifar/18558.png
/ssd_data/cifar10/train/5828.png,no_face,5828.png,/ssd_data/celebrity_data/violla/default/cifar/5828.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/5828.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/5828.png,/ssd_data/celebrity_data/hog/cifar/5828.png
/ssd_data/cifar10/train/48178.png,no_face,48178.png,/ssd_data/celebrity_data/violla/default/cifar/48178.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/48178.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/48178.png,/ssd_data/celebrity_data/hog/cifar/48178.png
/ssd_data/cifar10/train/30885.png,no_face,30885.png,/ssd_data/celebrity_data/violla/default/cifar/30885.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/30885.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/30885.png,/ssd_data/celebrity_data/hog/cifar/30885.png
/ssd_data/cifar10/train/42018.png,no_face,42018.png,/ssd_data/celebrity_data/violla/default/cifar/42018.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/42018.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/42018.png,/ssd_data/celebrity_data/hog/cifar/42018.png
/ssd_data/cifar10/train/24217.png,no_face,24217.png,/ssd_data/celebrity_data/violla/default/cifar/24217.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/24217.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/24217.png,/ssd_data/celebrity_data/hog/cifar/24217.png
/ssd_data/cifar10/train/7601.png,no_face,7601.png,/ssd_data/celebrity_data/violla/default/cifar/7601.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/7601.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/7601.png,/ssd_data/celebrity_data/hog/cifar/7601.png
/ssd_data/cifar10/train/27730.png,no_face,27730.png,/ssd_data/celebrity_data/violla/default/cifar/27730.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/27730.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/27730.png,/ssd_data/celebrity_data/hog/cifar/27730.png
/ssd_data/cifar10/train/46528.png,no_face,46528.png,/ssd_data/celebrity_data/violla/default/cifar/46528.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/46528.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/46528.png,/ssd_data/celebrity_data/hog/cifar/46528.png
/ssd_data/cifar10/train/14442.png,no_face,14442.png,/ssd_data/celebrity_data/violla/default/cifar/14442.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/14442.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/14442.png,/ssd_data/celebrity_data/hog/cifar/14442.png
/ssd_data/cifar10/train/46582.png,no_face,46582.png,/ssd_data/celebrity_data/violla/default/cifar/46582.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/46582.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/46582.png,/ssd_data/celebrity_data/hog/cifar/46582.png
/ssd_data/cifar10/train/28853.png,no_face,28853.png,/ssd_data/celebrity_data/violla/default/cifar/28853.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/28853.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/28853.png,/ssd_data/celebrity_data/hog/cifar/28853.png
/ssd_data/cifar10/train/7837.png,no_face,7837.png,/ssd_data/celebrity_data/violla/default/cifar/7837.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/7837.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/7837.png,/ssd_data/celebrity_data/hog/cifar/7837.png
/ssd_data/cifar10/train/34158.png,no_face,34158.png,/ssd_data/celebrity_data/violla/default/cifar/34158.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/34158.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/34158.png,/ssd_data/celebrity_data/hog/cifar/34158.png
/ssd_data/cifar10/train/22599.png,no_face,22599.png,/ssd_data/celebrity_data/violla/default/cifar/22599.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/22599.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/22599.png,/ssd_data/celebrity_data/hog/cifar/22599.png
/ssd_data/cifar10/train/43580.png,no_face,43580.png,/ssd_data/celebrity_data/violla/default/cifar/43580.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/43580.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/43580.png,/ssd_data/celebrity_data/hog/cifar/43580.png
/ssd_data/cifar10/train/29846.png,no_face,29846.png,/ssd_data/celebrity_data/violla/default/cifar/29846.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/29846.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/29846.png,/ssd_data/celebrity_data/hog/cifar/29846.png
/ssd_data/cifar10/train/40338.png,no_face,40338.png,/ssd_data/celebrity_data/violla/default/cifar/40338.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/40338.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/40338.png,/ssd_data/celebrity_data/hog/cifar/40338.png
/ssd_data/cifar10/train/34256.png,no_face,34256.png,/ssd_data/celebrity_data/violla/default/cifar/34256.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/34256.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/34256.png,/ssd_data/celebrity_data/hog/cifar/34256.png
/ssd_data/cifar10/train/46186.png,no_face,46186.png,/ssd_data/celebrity_data/violla/default/cifar/46186.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/46186.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/46186.png,/ssd_data/celebrity_data/hog/cifar/46186.png
/ssd_data/cifar10/train/47234.png,no_face,47234.png,/ssd_data/celebrity_data/violla/default/cifar/47234.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/47234.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/47234.png,/ssd_data/celebrity_data/hog/cifar/47234.png
/ssd_data/cifar10/train/28760.png,no_face,28760.png,/ssd_data/celebrity_data/violla/default/cifar/28760.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/28760.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/28760.png,/ssd_data/celebrity_data/hog/cifar/28760.png
/ssd_data/cifar10/train/42630.png,no_face,42630.png,/ssd_data/celebrity_data/violla/default/cifar/42630.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/42630.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/42630.png,/ssd_data/celebrity_data/hog/cifar/42630.png
/ssd_data/cifar10/train/33180.png,no_face,33180.png,/ssd_data/celebrity_data/violla/default/cifar/33180.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/33180.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/33180.png,/ssd_data/celebrity_data/hog/cifar/33180.png
/ssd_data/cifar10/train/41844.png,no_face,41844.png,/ssd_data/celebrity_data/violla/default/cifar/41844.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/41844.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/41844.png,/ssd_data/celebrity_data/hog/cifar/41844.png
/ssd_data/cifar10/train/31389.png,no_face,31389.png,/ssd_data/celebrity_data/violla/default/cifar/31389.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/31389.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/31389.png,/ssd_data/celebrity_data/hog/cifar/31389.png
/ssd_data/cifar10/train/34248.png,no_face,34248.png,/ssd_data/celebrity_data/violla/default/cifar/34248.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/34248.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/34248.png,/ssd_data/celebrity_data/hog/cifar/34248.png
/ssd_data/cifar10/train/10271.png,no_face,10271.png,/ssd_data/celebrity_data/violla/default/cifar/10271.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/10271.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/10271.png,/ssd_data/celebrity_data/hog/cifar/10271.png
/ssd_data/cifar10/train/13333.png,no_face,13333.png,/ssd_data/celebrity_data/violla/default/cifar/13333.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/13333.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/13333.png,/ssd_data/celebrity_data/hog/cifar/13333.png
/ssd_data/cifar10/train/21045.png,no_face,21045.png,/ssd_data/celebrity_data/violla/default/cifar/21045.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/21045.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/21045.png,/ssd_data/celebrity_data/hog/cifar/21045.png
/ssd_data/cifar10/train/1370.png,no_face,1370.png,/ssd_data/celebrity_data/violla/default/cifar/1370.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/1370.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/1370.png,/ssd_data/celebrity_data/hog/cifar/1370.png
/ssd_data/cifar10/train/14360.png,no_face,14360.png,/ssd_data/celebrity_data/violla/default/cifar/14360.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/14360.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/14360.png,/ssd_data/celebrity_data/hog/cifar/14360.png
/ssd_data/cifar10/train/35902.png,no_face,35902.png,/ssd_data/celebrity_data/violla/default/cifar/35902.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/35902.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/35902.png,/ssd_data/celebrity_data/hog/cifar/35902.png
/ssd_data/cifar10/train/30874.png,no_face,30874.png,/ssd_data/celebrity_data/violla/default/cifar/30874.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/30874.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/30874.png,/ssd_data/celebrity_data/hog/cifar/30874.png
/ssd_data/cifar10/train/37229.png,no_face,37229.png,/ssd_data/celebrity_data/violla/default/cifar/37229.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/37229.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/37229.png,/ssd_data/celebrity_data/hog/cifar/37229.png
/ssd_data/cifar10/train/13122.png,no_face,13122.png,/ssd_data/celebrity_data/violla/default/cifar/13122.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/13122.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/13122.png,/ssd_data/celebrity_data/hog/cifar/13122.png
/ssd_data/cifar10/train/36348.png,no_face,36348.png,/ssd_data/celebrity_data/violla/default/cifar/36348.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/36348.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/36348.png,/ssd_data/celebrity_data/hog/cifar/36348.png
/ssd_data/cifar10/train/6865.png,no_face,6865.png,/ssd_data/celebrity_data/violla/default/cifar/6865.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/6865.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/6865.png,/ssd_data/celebrity_data/hog/cifar/6865.png
/ssd_data/cifar10/train/12109.png,no_face,12109.png,/ssd_data/celebrity_data/violla/default/cifar/12109.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/12109.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/12109.png,/ssd_data/celebrity_data/hog/cifar/12109.png
/ssd_data/cifar10/train/25791.png,no_face,25791.png,/ssd_data/celebrity_data/violla/default/cifar/25791.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/25791.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/25791.png,/ssd_data/celebrity_data/hog/cifar/25791.png
/ssd_data/cifar10/train/22616.png,no_face,22616.png,/ssd_data/celebrity_data/violla/default/cifar/22616.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/22616.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/22616.png,/ssd_data/celebrity_data/hog/cifar/22616.png
/ssd_data/cifar10/train/20136.png,no_face,20136.png,/ssd_data/celebrity_data/violla/default/cifar/20136.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/20136.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/20136.png,/ssd_data/celebrity_data/hog/cifar/20136.png
/ssd_data/cifar10/train/21212.png,no_face,21212.png,/ssd_data/celebrity_data/violla/default/cifar/21212.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/21212.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/21212.png,/ssd_data/celebrity_data/hog/cifar/21212.png
/ssd_data/cifar10/train/48820.png,no_face,48820.png,/ssd_data/celebrity_data/violla/default/cifar/48820.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/48820.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/48820.png,/ssd_data/celebrity_data/hog/cifar/48820.png
/ssd_data/cifar10/train/40890.png,no_face,40890.png,/ssd_data/celebrity_data/violla/default/cifar/40890.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/40890.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/40890.png,/ssd_data/celebrity_data/hog/cifar/40890.png
/ssd_data/cifar10/train/975.png,no_face,975.png,/ssd_data/celebrity_data/violla/default/cifar/975.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/975.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/975.png,/ssd_data/celebrity_data/hog/cifar/975.png
/ssd_data/cifar10/train/10346.png,no_face,10346.png,/ssd_data/celebrity_data/violla/default/cifar/10346.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/10346.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/10346.png,/ssd_data/celebrity_data/hog/cifar/10346.png
/ssd_data/cifar10/train/42224.png,no_face,42224.png,/ssd_data/celebrity_data/violla/default/cifar/42224.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/42224.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/42224.png,/ssd_data/celebrity_data/hog/cifar/42224.png
/ssd_data/cifar10/train/20782.png,no_face,20782.png,/ssd_data/celebrity_data/violla/default/cifar/20782.png,/ssd_data/celebrity_data/violla/mn5_sf3/cifar/20782.png,/ssd_data/celebrity_data/violla/mn1_sfdef/cifar/20782.png,/ssd_data/celebrity_data/hog/cifar/20782.png
